Filename,Sender Info,Addressee Info,input,predicted_sender,predicted_receiver
12_1650_11693.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,You will greet your whole house with all your brothers and friends.,Heinrich  Bullinger_495,"Heinrich  Bullinger_495 whole house, all Heinrich  Bullinger_495 brothers, friends"
12_1629_11672.xml,Richard  Hilles_1548,Heinrich  Bullinger_495,Do not disdain to greet your wife also on my behalf.,Richard  Hilles_1548,Heinrich  Bullinger_495 wife
12_1680_11724.xml,Eberhard  von Rümlang_3700,Heinrich  Bullinger_495,"I beg you, please send diligent greetings to Erasmus_8437, Pellican_8127, Theodore_8171, Megander_8412 and all your students.",Eberhard  von Rümlang_3700,"Heinrich  Bullinger_495, Erasmus_8437, Pellican_8127, Theodore_8171, Megander_8412, all Heinrich  Bullinger_495 students"
12_1680_11724.xml,Eberhard  von Rümlang_3700,Heinrich  Bullinger_495,You will send many greetings to Lavater_1888.,Heinrich  Bullinger_495,Lavater_1888
12_1612_11655.xml,Hermann  Aquilomontanus_179,Heinrich  Bullinger_495,"Finally, Maecenas ordered me to greet you and asked, what advice in wrongly contracted marriages and, where no agreement is hoped for, can they be separated.",Maecenas,Heinrich  Bullinger_495
12_1612_11655.xml,Hermann  Aquilomontanus_179,Heinrich  Bullinger_495,D. John of Bekesteyn_18147 and the brothers staying here with me greet you.,"D. John of Bekesteyn_18147, the brothers staying here with Hermann  Aquilomontanus_179",Heinrich  Bullinger_495
12_1612_11655.xml,Hermann  Aquilomontanus_179,Heinrich  Bullinger_495,"Greet, I pray, all those who worship with us there the only Christ, the whole Savior, in spirit.",Hermann  Aquilomontanus_179,"all those who worship with Hermann  Aquilomontanus_179 there the only Christ, the whole Savior, in spirit"
12_1635_11678.xml,Oswald  Myconius (Geißhüsler)_8418,Heinrich  Bullinger_495,"You will greet Gaspar_8412 diligently in my name, Theodore_8171 also and Pellican_8127.",Heinrich  Bullinger_495,"Gaspar_8412, Theodore_8171, Pellican_8127"
12_1708_11753.xml,Benedikt  Euander_1039,Heinrich  Bullinger_495,"Please give my greetings in return to Pellicanus_8127, Bibliander_8171, Megander_8412, Gualtherus_8011, Binderus_344, Frisius, Ammannus_167, Collinus_4554 and all the learned men.",Benedikt  Euander_1039,"Pellicanus_8127, Bibliander_8171, Megander_8412, Gualtherus_8011, Binderus_344, Frisius, Ammannus_167, Collinus_4554"
12_1622_11665.xml,Guillaume  Farel_1049,title: Pfarrer_49title: Lehrer_45,Give my warmest greetings to the truly God-fearing consul and that pious senate.,Guillaume  Farel_1049,the truly God-fearing consul and that pious senate
12_1622_11665.xml,Guillaume  Farel_1049,title: Pfarrer_49title: Lehrer_45,The brothers who are here greet you in the Lord.,The brothers who are here,title: Pfarrer_49title: Lehrer_45
12_1642_11685.xml,Heinrich  Bullinger_495,Ambrosius  Blarer (Blaurer)_8055,Greet your brother and cousins.,Heinrich  Bullinger_495,"Ambrosius  Blarer (Blaurer)_8055 brother, cousins"
12_1665_11708.xml,Erasmus  Ritter_2810,Heinrich  Bullinger_495,"You can trust Casparnn_8412, but nobody else; and greet him cordially for me.",Heinrich  Bullinger_495,Casparnn_8412
12_1608_11651.xml,Johannes  Comander_654,Heinrich  Bullinger_495,Greet the brothers most warmly in my name.,Johannes  Comander_654 name,the brothers
12_1627_11670.xml,"Nikolaus  Pfister (Artopoeus, Baling)_8114",Heinrich  Bullinger_495,"Greet in my name Leo_1753 and Megander_8412, with whom you share these things, I ask, and others, who have pleased you.","Nikolaus  Pfister (Artopoeus, Baling)_8114","Leo_1753, Megander_8412, others"
12_1627_11670.xml,"Nikolaus  Pfister (Artopoeus, Baling)_8114",Heinrich  Bullinger_495,Comander and Blasius send their greatest greetings to you.,Comander and Blasius,Heinrich  Bullinger_495
12_1694_11739.xml,Oswald  Myconius (Geißhüsler)_8418,Heinrich  Bullinger_495,Greet Theodore_8171.,Oswald  Myconius (Geißhüsler)_8418,Theodore_8171
12_1679_11723.xml,Erasmus  Ritter_2810,Heinrich  Bullinger_495,"You take care and greet all the brothers, especially Gasper_8412, on my behalf.",Erasmus  Ritter_2810,"all the brothers, Gasper_8412"
12_1674_11718.xml,Peter Martyr (Pietro Martire)  Vermigli (Vermilius)_8111,Heinrich  Bullinger_495,"On behalf of Paul_19981 and two young men who are with us, I send you our highest greetings.","Paul_19981, Peter Martyr (Pietro Martire)  Vermigli (Vermilius)_8111",Heinrich  Bullinger_495
12_1674_11718.xml,Peter Martyr (Pietro Martire)  Vermigli (Vermilius)_8111,Heinrich  Bullinger_495,"We also command greetings to Lord Conrad Pellican_8127 and Walter_8011, the best brothers in Christ.",Peter Martyr (Pietro Martire)  Vermigli (Vermilius)_8111,"Lord Conrad Pellican_8127, Walter_8011"
12_1603_11646.xml,Johannes  Zwick_4079,Heinrich  Bullinger_495,But he greets you very warmly with all the brothers.,he,Heinrich  Bullinger_495
12_1603_11646.xml,Johannes  Zwick_4079,Heinrich  Bullinger_495,Greet your entire household.,Johannes  Zwick_4079,Heinrich  Bullinger_495 entire household
12_1696_11741.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,Greet your entire household with all brethren and friends.,Ambrosius  Blarer (Blaurer)_8055,"Heinrich  Bullinger_495 entire household, all brethren and friends"
12_1653_11696.xml,Johannes  Comander_654,Heinrich  Bullinger_495,"Convey my most sincere greetings to Pellicano_8127, Theodoro, Gasparo_8412 and the brothers Amman.",Johannes  Comander_654,"Pellicano_8127, Theodoro, Gasparo_8412, brothers Amman"
12_1685_11730.xml,Heinrich  Bullinger_495,Peter  Kunz (Conzenus)_8401,You shall send greetings diligently to Eberhart a Rümlang_3700.,Peter  Kunz (Conzenus)_8401,Eberhart a Rümlang_3700
12_1688_11733.xml,Camillo  Renato_2807,Heinrich  Bullinger_495,Greet the brethren in the Lord.,Camillo  Renato_2807,the brethren in the Lord
12_1621_11664.xml,Heinrich  Bullinger_495,Oswald  Myconius (Geißhüsler)_8418,All your brothers send their greetings.,All Oswald  Myconius (Geißhüsler)_8418 brothers,Oswald  Myconius (Geißhüsler)_8418 brothers
12_1666_11709.xml,Johannes  Comander_654,Heinrich  Bullinger_495,Continue to regard me as recommended as heretofore and greet our brethren on my behalf.,Johannes  Comander_654,Johannes  Comander_654 recommendation as heretofore
12_1666_11709.xml,Johannes  Comander_654,Heinrich  Bullinger_495,Our brother John Blasius greets thee and all the brethren in Zurich.,John Blasius,"thee, all the brethren"
12_1669_11712.xml,Eberhard  von Rümlang_3700,Heinrich  Bullinger_495,"Give my regards to consul Habius, Lavater_1888, Nasal_5935 etc.",Eberhard  von Rümlang_3700,"consul Habius, Lavater_1888, Nasal_5935"
12_1682_11726.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,"Greet, as lovingly as you can, with my words, [Rudolf] Gualther, a very good friend, to whom I would like, as much as I want, to also write if I had the benefit of time.",Ambrosius  Blarer (Blaurer)_8055,"[Rudolf] Gualther, a very good friend"
12_1701_11746.xml,Celio Secondo  Curione_714,Heinrich  Bullinger_495,"Be well through Jesus Christ and greet the illustrious doctors Pellican_8127, Megandrum_8412, Bibliandrum_8171, Gvalterum_8011 and others in our name.",Celio Secondo  Curione_714,"Pellican_8127, Megandrum_8412, Bibliandrum_8171, Gvalterum_8011"
12_1701_11746.xml,Celio Secondo  Curione_714,Heinrich  Bullinger_495,"You will respectfully, diligently and lovingly greet your wife, full of duty and charity, in my name and my wife's name, and you will love your sweetest children for their gentleness, grace and duties towards ours.",Heinrich  Bullinger_495,"Heinrich  Bullinger_495 wife, Celio Secondo  Curione_714 wife's name, Heinrich  Bullinger_495 sweetest children"
12_1701_11746.xml,Celio Secondo  Curione_714,Heinrich  Bullinger_495,"The brothers and ministers, who are with us, send you their greetings, especially Viretus_3429 and Count_8031.","The brothers and ministers, who are with Celio Secondo  Curione_714,",Heinrich  Bullinger_495
12_1654_11697.xml,Oswald  Pergener _2448,Heinrich  Bullinger_495,We ask for a single and brief greeting.,Oswald  Pergener _2448,-
12_1689_11734.xml,John  Butler_506,Heinrich  Bullinger_495,"I beg you, my lord Bullinger, to greet Theodorus Bibliander, my godfather and teacher, with my most dutiful words, and I desire and pray for your wife's safety and that of your whole family.",John  Butler_506,"Theodorus Bibliander, John  Butler_506 godfather, teacher"
12_1640_11683.xml,title: Meier_48 title: Räte_59,title: Pfarrer_49title: Lehrer_45,"Our friendly greeting, with the offer of all honor, kindness and good to come.",title: Meier_48 title: Räte_59,"title: Meier_48 title: Räte_59 friendly greeting, with the offer of all honor, kindness and good to come"
12_1634_11677.xml,Heinrich  Bullinger_495,Joachim  Vadian (von Watt)_8049,"Bibliander, Pellicanus, Megander etc. send you greetings.","Bibliander, Pellicanus, Megander etc.",Joachim  Vadian (von Watt)_8049
12_1657_11700.xml,Oswald  Myconius (Geißhüsler)_8418,Heinrich  Bullinger_495, Greet Theodore_8171 carefully and tell him to be of an even mind.,Oswald  Myconius (Geißhüsler)_8418,Theodore_8171
12_1632_11675.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,"Greet her most affectionately with my own words as well, not forgetting Röst father and son, whom I especially wish to be recommended by you.",Ambrosius  Blarer (Blaurer)_8055,Röst father and son
12_1632_11675.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,"Greet your very chaste spouse along with your entire household and all your servants in the Lord, especially Gvalther_8011, our dearest friend.",Ambrosius  Blarer (Blaurer)_8055,"Heinrich  Bullinger_495 very chaste spouse, Heinrich  Bullinger_495 entire household, all Heinrich  Bullinger_495 servants in the Lord, Gvalther_8011, Ambrosius  Blarer (Blaurer)_8055 dearest friend"
12_1632_11675.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,All of ours send you their greetings.,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495
12_1697_11742.xml,Johannes  Gast_1278,Heinrich  Bullinger_495,You will greet Lord Theodore and Pellican_8127 in my name.,Heinrich  Bullinger_495,Lord Theodore and Pellican_8127
12_1707_11752.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,"Greet Pellican_8127, Theodore_8171, Megander_8412, especially Gualtherus_8011, our foremost friend, expressing to him our deepest thanks in my name for his most kind letters, to which I now respond.",Ambrosius  Blarer (Blaurer)_8055 name,"Pellican_8127, Theodore_8171, Megander_8412, Gualtherus_8011"
12_1707_11752.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,"Ours greet you, especially my brother; my wife and I courteously greet your wife and children.",Ambrosius  Blarer (Blaurer)_8055 wife and Ambrosius  Blarer (Blaurer)_8055,"Heinrich  Bullinger_495, Ambrosius  Blarer (Blaurer)_8055 brother"
12_1675_11719.xml,Heinrich  Bullinger_495,Ambrosius  Blarer (Blaurer)_8055,"Greetings to you from Pellicanus_8127, Bibliander_8171, Gvaltherus_8011, Megander_8412, Fabritius_8437 and all the rest.",Greetings,Ambrosius  Blarer (Blaurer)_8055
12_1625_11668.xml,"Johannes Arlius  Paldinus (Spaldinus, Spalding)_8148",Heinrich  Bullinger_495,"Please greet, from me, Theodore Bibliander_8171 and Mr. Pellicanus_8127, men of utmost humanity and utmost erudition.","Johannes Arlius  Paldinus (Spaldinus, Spalding)_8148","Theodore Bibliander_8171, Mr. Pellicanus_8127"
12_1662_11705.xml,Oswald  Myconius (Geißhüsler)_8418,Heinrich  Bullinger_495,Greet him thoroughly in my name.,Oswald  Myconius (Geißhüsler)_8418,he
12_1595_11638.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,Greet all our friends and brothers.,Ambrosius  Blarer (Blaurer)_8055,"all Ambrosius  Blarer (Blaurer)_8055 friends, brothers"
12_1595_11638.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,All of ours bid you greetings and that too most respectfully.,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495
12_1693_11738.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,"Conrad Zviccius and my German brother and his wife, as much as they can, wish to greet you dutyfully and affectionately.","Conrad Zviccius, Ambrosius  Blarer (Blaurer)_8055 German brother, his wife",Heinrich  Bullinger_495
12_1602_11645.xml,Oswald  Myconius (Geißhüsler)_8418,Heinrich  Bullinger_495,You will greet Theodore_8171 and ask him why he is delaying to send what he has promised to send.,Heinrich  Bullinger_495,Theodore_8171
14_1979_12026.xml,Giovanni Domenico  Panizzone_830,Heinrich  Bullinger_495,"Therefore, to renew our old friendship, I thought it right to greet you in person, so you might know that I behave as usual towards you, to whom you can command, and I will always obey and serve you, as I am bound and is appropriate to our friendship, which I very much desire to preserve forever.",Giovanni Domenico  Panizzone_830,Heinrich  Bullinger_495
14_1968_12015.xml,Heinrich  Bullinger_495,Matthias  Erb_1010,"I will earn it, where I can; also about the city scribe, greet him for me etc.",Heinrich  Bullinger_495,the city scribe
14_1996_12043.xml,Heinrich  Bullinger_495,Ambrosius  Blarer (Blaurer)_8055,You will greet all your people most faithfully.,Ambrosius  Blarer (Blaurer)_8055,all Ambrosius  Blarer (Blaurer)_8055 people
14_1946_11993.xml,Adam  Bartholomäus_278,Heinrich  Bullinger_495,"Greet in my name all the ministers, especially make familiar either for me or for the prince Vadianus_8049.",Adam  Bartholomäus_278,"all the ministers, make familiar either for Adam  Bartholomäus_278 or for the prince Vadianus_8049"
14_1901_11948.xml,Sixt (Xystus)  Birck (Betuleius)_8173,Heinrich  Bullinger_495,"Salute my lord father Pellicanum_8127, and also salute Binder on my behalf and those besides, whom I have had no familiarity up to now, even in writings, Bibliandrum_8171, Calvinus_540, Gvalter and other learned pious countrymen of yours, whose names I revere and venerate even from afar and unknown.",Sixt (Xystus)  Birck (Betuleius)_8173,"Sixt (Xystus)  Birck (Betuleius)_8173 lord father Pellicanum_8127, Binder, Calvinus_540, Gvalter"
14_1963_12010.xml,Heinrich  Bullinger_495,Ambrosius  Blarer (Blaurer)_8055,"You will greet Frecht_1055, and tell him, neither Vadian_8049 nor I favor Mars; nor does he have any place among us.",Ambrosius  Blarer (Blaurer)_8055,"Frecht_1055, Vadian_8049, Heinrich  Bullinger_495"
14_2007_12054.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,Greet your whole household along with all brothers and friends.,Ambrosius  Blarer (Blaurer)_8055,"Heinrich  Bullinger_495 whole household, all brothers, friends"
14_2007_12054.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,"My German brother with Zviccio_4082 sends their highest regards to you, and greet you most respectfully in our Lord.",Ambrosius  Blarer (Blaurer)_8055 German brother with Zviccio_4082,Heinrich  Bullinger_495
14_1915_11962.xml,Pietro  Merbelli_2265,Heinrich  Bullinger_495,Give greetings to Theodore Bibliander_8171 on my behalf and recommend me to him.,Pietro  Merbelli_2265,Theodore Bibliander_8171
14_1859_11905.xml,Johannes  Gast_1278,Heinrich  Bullinger_495,"Farewell, and greet Theodorus, Pellicanus, and Mr. Vadianus in my name, to whom you can also communicate this.",Johannes  Gast_1278,"Theodorus, Pellicanus, Mr. Vadianus"
14_1861_11907.xml,Heinrich  Bullinger_495,Joachim  Vadian (von Watt)_8049,All the brothers greet you.,All the brothers,Joachim  Vadian (von Watt)_8049
14_1848_11894.xml,Johannes  Gast_1278,Heinrich  Bullinger_495,You will greet D. Theodorum_8171 with Pellicano_8127 using my words.,Heinrich  Bullinger_495,"D. Theodorum_8171, Pellicano_8127"
14_1848_11894.xml,Johannes  Gast_1278,Heinrich  Bullinger_495,"Take care again with your wife and children, whom she also sends greetings to.",Johannes  Gast_1278,"Heinrich  Bullinger_495 wife, Heinrich  Bullinger_495 children"
14_1894_11940.xml,Gervasius  Schuler (Scholasticus)_8440,Heinrich  Bullinger_495,My wife greets you and your wife together with your children most dearly.,Gervasius  Schuler (Scholasticus)_8440 wife,"Heinrich  Bullinger_495, Heinrich  Bullinger_495 wife, Heinrich  Bullinger_495 children"
14_2028_12075.xml,Martin  Bucer_467,Heinrich  Bullinger_495,"I ask that you greet all those known to me there, with my words.",Martin  Bucer_467,all those known to Martin  Bucer_467 there
14_2025_12072.xml,Eberhard  von Rümlang_3700,Heinrich  Bullinger_495,"I pray, specifically please greet Pellicanus_8127, who is said to have recently disturbed Myconius_8418 in a private conversation; Gvaltherus_8011 also, who is also reported to have disturbed the same person in his writings; Erasmus_8437 also; Theodorus_8171, whom advise not to believe too much in Beatus_8364, his compatriot - I suppose, that he clears himself with him; but there are deceits and frauds; if he did any, by God, we feel too much and openly risk; the matter is not hidden -; Gaspar Megander_8412 also, an honorable man; Gesner_1283 also, whom I admire - I would like this man to devote himself to solid writings and not to rhapsodic ones -; Frisius also and Binder_344 and in summary all, etc.",Eberhard  von Rümlang_3700,"Pellicanus_8127, Myconius_8418, Gvaltherus_8011, Erasmus_8437, Theodorus_8171, Gesner_1283, Frisius, Frisius, Binder_344, Frisius"
14_2045_12092.xml,Johannes  Gast_1278,Heinrich  Bullinger_495,Greet D. Theodorus_8171 in my name.,Johannes  Gast_1278,D. Theodorus_8171
14_1972_12019.xml,Heinrich  Bullinger_495,Albert  Hardenberg (Rizäus)_8371,The whole chorus of brothers sends you their most dutiful greetings.,The whole chorus of brothers,Albert  Hardenberg (Rizäus)_8371
14_1972_12019.xml,Heinrich  Bullinger_495,Albert  Hardenberg (Rizäus)_8371,You will greet your guest and the other brothers for us.,Albert  Hardenberg (Rizäus)_8371,"Albert  Hardenberg (Rizäus)_8371 guest, the other brothers"
14_1940_11987.xml,Johannes  Gast_1278,Heinrich  Bullinger_495,You will greet D. Theodor_8171 and Frisium_4844 in my name.,Heinrich  Bullinger_495,"D. Theodor_8171, Frisium_4844"
14_1909_11956.xml,Béat  Comte (Comes Donzarensis)_8031,Heinrich  Bullinger_495,"I have greeted DD. P. Viretus, Coelius Secundus, and all my other brothers and colleagues in your name, who in turn salute you and your whole church.",Béat  Comte (Comes Donzarensis)_8031,"DD. P. Viretus, Coelius Secundus, all Béat  Comte (Comes Donzarensis)_8031 other brothers and colleagues"
14_1937_11984.xml,Johannes  Gast_1278,Heinrich  Bullinger_495,Greet Theodor_8171 and Gvalther_8011 with Frisio_4844 for me.,Johannes  Gast_1278,"Theodor_8171, Gvalther_8011, Frisio_4844"
14_1956_12003.xml,Hermann  Aquilomontanus_179,Heinrich  Bullinger_495,"Please greet your fellow soldiers, my friends, diligently and take care of your health, as I hear you are unwell.",Hermann  Aquilomontanus_179,"Heinrich  Bullinger_495 fellow soldiers, Hermann  Aquilomontanus_179 friends"
14_2054_12101.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,"Greet all your household with wishes for a good year and a peaceful, god-fearing time.",Ambrosius  Blarer (Blaurer)_8055,all Heinrich  Bullinger_495 household
14_1854_11900.xml,Eberhard  von Rümlang_3700,Heinrich  Bullinger_495,"All of us salute all of you, those among us who truly serve God.",All of Eberhard  von Rümlang_3700,Heinrich  Bullinger_495
14_2016_12063.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,"You will most lovingly greet your whole household with all friends and brothers, especially Gvalthero_8011 of ours, to whom I will respond to his most loving letters as soon as possible.",Heinrich  Bullinger_495,"Heinrich  Bullinger_495 whole household, all friends, brothers, Gvalthero_8011"
14_2016_12063.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,Your brother with Zviccio_4082 bid you greetings.,Heinrich  Bullinger_495 brother with Zviccio_4082,Heinrich  Bullinger_495
14_1832_11878.xml,Simprecht  Vogt_3481,Heinrich  Bullinger_495,"You will greet in my name Theodorus_8171, Megandrus_8412, Gvaltherus_8011 and all the learned men.",Heinrich  Bullinger_495,"Theodorus_8171, Megandrus_8412, Gvaltherus_8011, all the learned men"
14_1832_11878.xml,Simprecht  Vogt_3481,Heinrich  Bullinger_495,Sebastian_5056 and the other brothers send their greetings to you.,"Sebastian_5056, the other brothers",Heinrich  Bullinger_495
14_1832_11878.xml,Simprecht  Vogt_3481,Heinrich  Bullinger_495,"Lingkius_8090 is no longer at home, otherwise he would have taken care to send greetings in his name as well.",Lingkius_8090,Lingkius_8090
14_1983_12030.xml,Giovanni Domenico  Panizzone_830,Heinrich  Bullinger_495,"I greeted your people, as you commanded, who send their greetings to you in return.",Giovanni Domenico  Panizzone_830,Heinrich  Bullinger_495 people
14_1974_12021.xml,Johannes  Gast_1278,Heinrich  Bullinger_495,Greet your wife and all the brothers.,Johannes  Gast_1278,"Heinrich  Bullinger_495 wife, all the brothers"
14_1886_11932.xml,Johannes  Gast_1278,Heinrich  Bullinger_495,"To the most sincere and watchful head of the church of Basel, Mr. Heinrich Bullinger, greetings.", Mr. Heinrich Bullinger,"the most sincere and watchful head of the church of Basel, Mr. Heinrich Bullinger"
14_1957_12004.xml,Johannes  Calvin_540,Heinrich  Bullinger_495,Diligently greet all brothers in my name.,Johannes  Calvin_540 name,all brothers
14_1914_11961.xml,Heinrich  Bullinger_495,Johannes  Calvin_540,"Greetings to you from the brothers Megander, Bibliander, Pellicanus, Gualtherus, Fabritius etc.","Megander, Bibliander, Pellicanus, Gualtherus, Fabritius",Johannes  Calvin_540
14_1883_11929.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,"I write you no greetings from anyone this time; it has important reasons, that I tell no one about it.",Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495
14_1981_12028.xml,title: Schultheissen_65 title: Räte_59,Heinrich  Bullinger_495,"Esteemed, worthy, particularly gracious, dear sir and good friend, we send our friendly greetings, willing service, and everything we love and hold dear.",title: Schultheissen_65 title: Räte_59,"sir, good friend"
14_1942_11989.xml,Johannes  Gast_1278,Heinrich  Bullinger_495,"You will greet Theodore_8171 in my name, together with our Frisian_4844.",Heinrich  Bullinger_495,"Theodore_8171, Frisian_4844"
14_1970_12017.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,My German brother and Zviccio_4082 greet you and recommend themselves to your services.,Ambrosius  Blarer (Blaurer)_8055 German brother and Zviccio_4082,Heinrich  Bullinger_495
14_1970_12017.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,"Greet friends and brothers, especially your household.",Ambrosius  Blarer (Blaurer)_8055,"Heinrich  Bullinger_495 friends, brothers, Heinrich  Bullinger_495 household"
14_2000_12047.xml,Sixt (Xystus)  Birck (Betuleius)_8173,Heinrich  Bullinger_495,"For this reason, I was extremely pleased by the long list of scholars who, through you, greet Xystus.",Sixt (Xystus)  Birck (Betuleius)_8173,Heinrich  Bullinger_495
14_2000_12047.xml,Sixt (Xystus)  Birck (Betuleius)_8173,Heinrich  Bullinger_495,"In turn, please convey my greetings to them whenever the opportunity arises, and I ask them in my name to express their opinion on those plays in my favor.",Sixt (Xystus)  Birck (Betuleius)_8173,they
14_1849_11895.xml,Johannes  Calvin_540,Heinrich  Bullinger_495,"Respectfully greet D. Pellican, Theodore, Megandr, Gualter and the rest of the brothers.",Johannes  Calvin_540,"D. Pellican, Theodore, Megandr, Gualter"
14_1849_11895.xml,Johannes  Calvin_540,Heinrich  Bullinger_495,My colleagues greet you all.,Johannes  Calvin_540 colleagues,Heinrich  Bullinger_495
14_2050_12097.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,"I have been so tossed about in business at this time, that I could hardly even greet him, let alone be of any particular service or benefit to the good young man.",Ambrosius  Blarer (Blaurer)_8055,the good young man
14_2050_12097.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,Greet your entire household along with the brothers in charge.,Ambrosius  Blarer (Blaurer)_8055,"Heinrich  Bullinger_495 entire household, the brothers in charge"
14_2050_12097.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,"All our people send their greetings, especially my brother.",Ambrosius  Blarer (Blaurer)_8055,Ambrosius  Blarer (Blaurer)_8055
14_2017_12064.xml,Eberhard  von Rümlang_3700,Heinrich  Bullinger_495,"You will greet all the scholars and Gesner_1283 too, etc.",Heinrich  Bullinger_495,"all the scholars, Gesner_1283 too, etc."
14_1838_11884.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,"Wish your wife, children and all relatives many services, love and greetings along with wishing all the good stuff. Crave your all's faithful prayers.",Ambrosius  Blarer (Blaurer)_8055,"Heinrich  Bullinger_495 wife, children, all relatives"
14_2038_12085.xml,Johannes  Gast_1278,Heinrich  Bullinger_495,"Give my regards to D. Theodore_8171, your wife and children in my name.",Johannes  Gast_1278,"D. Theodore_8171, Heinrich  Bullinger_495 wife, children"
14_1858_11904.xml,Heinrich  Bullinger_495,Johannes (Gian)  Travers_8451,You will greet Mr. Antony.,Johannes (Gian)  Travers_8451,Mr. Antony
14_2055_12102.xml,Eberhard  von Rümlang_3700,Heinrich  Bullinger_495,"I pray, brothers in my name, when you have the opportunity, you are worthy to greet and console my now decrepit uncle and therefore a <el>simpleton</el>, and in my absence may they be deemed worthy to relieve my duty amiably in my name, encourage.",Eberhard  von Rümlang_3700,Eberhard  von Rümlang_3700 now decrepit uncle
14_2006_12053.xml,Gerhard  thom Camph_4112,Heinrich  Bullinger_495,"To the man of singular doctrine and outstanding piety, Heinrich Bullinger, sincere preacher of the Word among the people of Zurich, his lord and brother in Christ always to be revered, greetings.",Heinrich Bullinger,Heinrich Bullinger
14_2035_12082.xml,Johannes  Calvin_540,Heinrich  Bullinger_495,Salute all the partners reverently in my name.,Johannes  Calvin_540,all the partners
14_2035_12082.xml,Johannes  Calvin_540,Heinrich  Bullinger_495,My colleagues salute you very much.,Johannes  Calvin_540 colleagues,Heinrich  Bullinger_495
14_1880_11926.xml,Johannes  Comander_654,Heinrich  Bullinger_495,Give our greetings to all the brothers in our name.,Johannes  Comander_654,all the brothers
14_2021_12068.xml,Johannes  Hospinian (Wirth)_8384,Heinrich  Bullinger_495,"Please greet courteously with my words, Megander_8412, Bibliander_8171, Fabricius_8437, Gualterus_8011, your schoolmaster and the other brothers in the Lord.",Johannes  Hospinian (Wirth)_8384,"Heinrich  Bullinger_495 schoolmaster, Heinrich  Bullinger_495 schoolmaster, the other brothers in the Lord"
14_1947_11994.xml,Erasmus  Ritter_2810,Heinrich  Bullinger_495,Send my regards to my dear lords and all brothers.,Erasmus  Ritter_2810,"Erasmus  Ritter_2810 dear lords, all brothers"
14_1947_11994.xml,Erasmus  Ritter_2810,Heinrich  Bullinger_495,"John fights steadfastly, if only he would unite wisdom with courage, etc. He sends you and the other brothers many greetings etc.",John,"Heinrich  Bullinger_495, the other brothers"
14_2011_12058.xml,Bonifacius  Amerbach_164,Heinrich  Bullinger_495,Greetings to our esteemed Pellicano and all the good men in my name.,Bonifacius  Amerbach_164 name,"Bonifacius  Amerbach_164 esteemed Pellicano, all the good men Bonifacius  Amerbach_164"
14_1903_11950.xml,Johannes  Comander_654,Heinrich  Bullinger_495,Your brother Ioannes Blasius_396 sends you many greetings.,Ioannes Blasius_396,Heinrich  Bullinger_495
14_1903_11950.xml,Johannes  Comander_654,Heinrich  Bullinger_495,"Together we greet all the brothers, ministers of the church of Zurich.",Together Johannes  Comander_654,"all the brothers, ministers of the church of Zurich"
14_1844_11890.xml,Johannes  Gast_1278,Heinrich  Bullinger_495,You will greet D. Theodorum_8171 in my name as courteously as possible.,Heinrich  Bullinger_495,D. Theodorum_8171
14_1844_11890.xml,Johannes  Gast_1278,Heinrich  Bullinger_495,"If you wish to share these things with Vadiano_8049, you will convey to him much greeting.",Heinrich  Bullinger_495,Vadiano_8049
14_1863_11909.xml,Erasmus  Ritter_2810,Heinrich  Bullinger_495,All good and pious men greet you and Megander_8412.,All good and pious men Megander_8412.,"Heinrich  Bullinger_495, Megander_8412"
